car_full_nm,horsepower_bhp,rpm_horsepower_measure_point,torque_lb_ft,rpm_torque_measure_point,car_0_60_time_seconds,engine_size_cc,engine_size_cat,engine_size_ci,top_speed_mph,top_speed_kph,horsepower_per_ton_bhp,year,decade,make_nm,car_weight_tons,torque_per_ton
Porsche 911 Carrera S Cabriolet 997 - [2008],380,6500,310,4400,NA,3800,3,231.8,188,302,251.6,2008,2000s,Porsche,1.510333863,205.2526316
Studebaker Commander 3.8 V8 Coupe - [1953],120,4000,190,2000,NA,3809,3,232.4,93,149,70.9,1953,1950s,Studebaker,1.692524683,112.2583333
Mitsubishi Eclipse GT 3.8 V6 - [2008],263,5750,260,4500,NA,3828,3,233.5,155,249,163.1,2008,2000s,Mitsubishi,1.612507664,161.2395437
Ferrari California T 3.9 V8 Turbo - [2014],552,7500,557,4750,3.5,3855,3,235.2,196,315,339.6,2014,2010s,Ferrari,1.625441696,342.676087
Chevrolet Corvette C1 235 Convertible - [1953],150,4200,223,2400,NA,3859,3,235.4,108,173,116.2,1953,1950s,Chevrolet,1.290877797,172.7506667
Pontiac G6 GTP 3.9 V6 - [2006],240,6000,241,2800,NA,3880,3,236.7,130,209,149.5,2006,2000s,Pontiac,1.605351171,150.1229167
Bentley Continental GT V8 - [2012],500,6000,487,1700,4.6,3883,3,236.9,188,302,217.8,2012,2010s,Bentley,2.295684114,212.1372
TVR 390 SE 3.9l V8 - [1985],275,5500,270,3500,NA,3905,3,238.2,144,231,248.4,1985,1980s,TVR,1.107085346,243.8836364
Lamborghini Miura P4000 SV - [1971],385,7850,294,5750,NA,3929,3,239.7,180,289,297.7,1971,1970s,Lamborghini,1.293248236,227.3345455
Lamborghini Countach LP400S - [1977],370,8000,266,5000,NA,3929,3,239.7,164,263,270,1977,1970s,Lamborghini,1.37037037,194.1081081
Lamborghini Countach LP400 - [1974],370,7500,266,5000,NA,3929,3,239.7,162,260,308.3,1974,1970s,Lamborghini,1.200129744,221.6427027
Lamborghini Espada S II - [1969],350,7500,290,5500,NA,3929,3,239.7,155,249,205.8,1969,1960s,Lamborghini,1.700680272,170.52
Lamborghini Jarama 3.9 V12 - [1970],350,7500,290,5500,NA,3929,3,239.7,162,260,261.1,1970,1970s,Lamborghini,1.340482574,216.34
Lamborghini Islero 400 GTS - [1969],345,7500,290,5500,NA,3929,3,239.7,162,260,250.9,1969,1960s,Lamborghini,1.375049821,210.9014493
Lamborghini 400 GT 2+2 3.9L V12 - [1965],320,6500,262,4700,NA,3929,3,239.7,155,249,217.3,1965,1960s,Lamborghini,1.4726185,177.914375
Lamborghini Islero 3.9L V12 - [1968],320,6500,275,4500,NA,3929,3,239.7,165,265,252.3,1968,1960s,Lamborghini,1.268331352,216.8203125
Audi A8 4.0 TDI Quattro - [2003],271,3750,479,1800,NA,3936,3,240.1,155,249,139.6,2003,2000s,Audi,1.941260745,246.7468635
Ford Thunderbird 4.0L V8 - [2001],252,6100,267,4300,NA,3950,3,241,150,241,147.1,2001,2000s,Ford,1.713120326,155.8559524
TVR Chimaera 4.0 - [1992],235,5500,260,4500,NA,3950,3,241,152,244,221.6,1992,1990s,TVR,1.060469314,245.1744681
Ferrari 330 GTC - [1966],300,6600,288,5000,NA,3967,3,242,153,246,209.3,1966,1960s,Ferrari,1.433349259,200.928
Ferrari 330 GTS - [1966],300,6600,288,5000,NA,3967,3,242,146,234,231.3,1966,1960s,Ferrari,1.297016861,222.048
Lexus LS 400 4.0 V8 - [1989],250,6500,260,4400,NA,3969,3,242.2,155,249,147,1989,1980s,Lexus,1.700680272,152.88
BMW 7 Series 740i E32 - [1992],282,5800,295,4500,NA,3982,3,242.9,155,249,157.5,1992,1990s,BMW,1.79047619,164.7606383
BMW 8 Series 840Ci 2d Auto - [1993],282,5800,295,4500,NA,3982,3,242.9,155,249,154,1993,1990s,BMW,1.831168831,161.0992908
Jensen 541 R 4.0 12v - [1957],152,4100,227,2400,NA,3990,3,243.4,128,205,103.4,1957,1950s,Jensen,1.470019342,154.4197368
Jensen Interceptor 4.0 12v Cabriolet - [1949],130,3700,212,2200,NA,3990,3,243.4,102,164,86.7,1949,1940s,Jensen,1.499423299,141.3876923
Audi A6 RS6 Avant 4.0 V8 Twin Turbo - [2012],552,5700,516,1750,3.7,3993,3,243.6,190,305,280.2,2012,2010s,Audi,1.970021413,261.926087
Audi A7 RS7 Sportback Twin Turbo - [2013],552,5700,516,1750,4.1,3993,3,243.6,155,249,276,2013,2010s,Audi,2,258
Bentley Continental V8 S - [2013],521,6000,502,1700,4.3,3993,3,243.6,192,308,227,2013,2010s,Bentley,2.295154185,218.7216891
Audi A8 S8 4.0 V8 Turbo - [2012],520,6000,479,1700,4,3993,3,243.6,155,249,263.2,2012,2010s,Audi,1.975683891,242.4476923
Audi A8 S8 4.0 V8 Turbo - [2011],513,5800,479,1700,4.2,3993,3,243.6,155,249,250.2,2011,2010s,Audi,2.050359712,233.6175439
Audi A8 S8 4.0 V8 Turbo - [2013],512,5800,479,1700,4,3993,3,243.6,155,249,247.9,2013,2010s,Audi,2.065348931,231.9220703
Bentley Continental Flying Spur V8 - [2014],500,6000,487,1750,NA,3993,3,243.6,183,294,206.1,2014,2010s,Bentley,2.426006793,200.7414
Audi A8 4.0 V8 TFSI Quattro - [2013],429,5100,443,1500,4.4,3993,3,243.6,155,249,215,2013,2010s,Audi,1.995348837,222.016317
Oldsmobile Aurora 4.0 V8 - [2001],250,5600,260,4400,NA,3995,3,243.7,140,225,144.9,2001,2000s,Oldsmobile,1.725327812,150.696
Porsche 911 GT3 4.0 997 - [2011],493,8250,339,5750,3.8,3996,3,243.8,193,310,343.5,2011,2010s,Porsche,1.435225619,236.1997972
TVR Sagaris 4.0 - [2003],400,7000,349,5000,3.9,3996,3,243.8,185,297,371,2003,2000s,TVR,1.078167116,323.6975
TVR Tuscan S 4.0 - [2001],390,0,310,0,3.9,3996,3,243.8,195,313,354.5,2001,2000s,TVR,1.100141044,281.7820513
Jaguar XK R Coupe 4.0 V8 Supercharged - [1998],370,6150,387,3600,NA,3996,3,243.8,155,249,215.4,1998,1990s,Jaguar,1.717734448,225.2967568
Aston-Martin DB5 1963 - [1963],282,5500,288,3850,NA,3996,3,243.8,142,228,192.4,1963,1960s,Aston-Martin,1.465696466,196.493617
Aston-Martin DB6 1965 - [1965],282,5500,273,4500,NA,3996,3,243.8,150,241,181.9,1965,1960s,Aston-Martin,1.550302364,176.0946809
BMW 3 Series M3 GTR E46 - [2001],345,7250,269,5000,3.6,3997,3,243.9,155,249,255.5,2001,2000s,BMW,1.350293542,199.215942
BMW 3 Series M3 Coupe Frozen Edition E92 - [2010],443,8400,310,3900,4.4,3999,3,244,155,249,264.4,2010,2010s,BMW,1.675491679,185.020316
Volkswagen(VW) Passat 4.0 W8 4Motion - [2001],272,6000,273,2750,NA,3999,3,244,155,249,171.2,2001,2000s,Volkswagen(VW),1.588785047,171.8294118
Porsche 9FF GT9R - [2009],1120,7850,774,5970,2.9,4000,4,244,256,411,832,2009,2000s,Porsche,1.346153846,574.9714286
Porsche 9FF GT9 - [2008],987,7850,711,5970,3,4000,4,244,255,410,680.6,2008,2000s,Porsche,1.450191008,490.2802432
Ferrari 340 Mexico - [1952],280,6600,228,4500,NA,4102,4,250.3,142,228,311.1,1952,1950s,Ferrari,0.900032144,253.3242857
Audi A8 4.2 TDi Quattro - [2013],380,3750,627,2000,4.6,4134,4,252.2,155,249,179.6,2013,2010s,Audi,2.115812918,296.34
Audi Q7 4.2 TDi - [2007],322,3750,561,1800,NA,4134,4,252.2,147,236,133,2007,2000s,Audi,2.421052632,231.7173913
Maserati Indy Tipo 116 4.1L V8 - [1969],260,5500,267,3800,NA,4136,4,252.3,140,225,164.3,1969,1960s,Maserati,1.582471089,168.7234615
Gumpert Apollo Enraged 4.2 V8 Turbo - [2012],769,6000,679,4000,2.9,4163,4,254,205,329,654.4,2012,2010s,Gumpert,1.175122249,577.8122237
Gumpert Apollo S 4.2 V8 Twin Turbo - [2009],740,6000,664,4000,3,4163,4,254,224,360,616.6,2009,2000s,Gumpert,1.200129744,553.2735135
Gumpert Apollo 4.2L V8 Twin Turbo - [2005],641,6500,627,4000,3,4163,4,254,223,358,436.6,2005,2000s,Gumpert,1.468163078,427.0642746
Audi A5 RS5 4.2 Quattro - [2010],444,8250,317,4000,4.5,4163,4,254,155,249,257.3,2010,2010s,Audi,1.725612126,183.7029279
Audi A4 RS4 Avant 4.2L V8 - [2012],444,8250,317,4000,4.6,4163,4,254,174,280,237.4,2012,2010s,Audi,1.870261163,169.495045
Audi A5 RS5 4.2 V8 Cabriolet - [2012],444,8250,317,4000,4.6,4163,4,254,155,249,240,2012,2010s,Audi,1.85,171.3513514
Audi R8 4.2 V8 S-Tronic FSI Quattro - [2012],424,7900,317,4500,4.2,4163,4,254,186,299,255.4,2012,2010s,Audi,1.660140955,190.9476415
Audi R8 Spyder 4.2 V8 FSI Quattro S-Tronic - [2012],424,7900,317,4500,4.4,4163,4,254,186,299,240.9,2012,2010s,Audi,1.760066418,180.1068396
Audi R8 4.2 FSI Quattro V8 - [2006],414,7800,317,4500,4.3,4163,4,254,187,300,265.3,2006,2000s,Audi,1.56049755,203.1403382
Audi A4 RS4 4.2 V8 - [2005],414,7800,317,5500,4.6,4163,4,254,155,249,250.9,2005,2000s,Audi,1.650059785,192.1142512
Audi A4 RS4 Avant 4.2 V8 - [2006],414,7800,317,5500,4.6,4163,4,254,155,249,242.1,2006,2000s,Audi,1.710037175,185.376087
Audi A5 S5 4.2 Quattro - [2007],354,7000,374,3500,NA,4163,4,254,155,249,217.1,2007,2000s,Audi,1.630584984,229.3655367
Audi A8 4.2 Quattro - [2006],345,6800,325,3500,NA,4163,4,254,155,249,191.6,2006,2000s,Audi,1.800626305,180.4927536
Volkswagen(VW) Touareg 4.2 V8 FSI - [2007],345,6800,325,3500,NA,4163,4,254,145,233,147.9,2007,2000s,Volkswagen(VW),2.332657201,139.326087
Audi Q7 4.2 V8 - [2005],345,6800,325,3500,NA,4163,4,254,154,247,154,2005,2000s,Audi,2.24025974,145.0724638
Audi A4 S4 4.2 Quattro - [2004],344,7000,302,3500,NA,4163,4,254,155,249,202.3,2004,2000s,Audi,1.700444884,177.6005814
Audi A4 S4 4.2 Quattro Cabriolet - [2004],339,7000,302,3500,NA,4163,4,254,155,249,182.7,2004,2000s,Audi,1.855500821,162.759292
Audi A4 RS4 4.2 FSI Cabriolet - [2006],414,7800,317,5500,NA,4165,4,254.1,155,249,224.3,2006,2000s,Audi,1.845742309,171.7466184
Audi A6 RS6 Avant Plus 4.2L V8 Twin Turbo - [2004],473,6000,413,1950,NA,4172,4,254.5,174,280,251.5,2004,2000s,Audi,1.880715706,219.5972516
Audi A6 RS6 4.2T Quattro V8 - [2002],444,5700,413,1950,NA,4172,4,254.5,155,249,241.3,2002,2000s,Audi,1.840033154,224.4524775
Audi A6 RS6 Avant 4.2 V8 Twin Turbo - [2002],444,5700,413,1950,4.6,4172,4,254.5,155,249,238,2002,2000s,Audi,1.865546218,221.3828829
Audi A6 S6 4.2 Quattro - [1999],340,6600,310,3400,NA,4172,4,254.5,155,249,189.9,1999,1990s,Audi,1.790416008,173.1441176
Audi A8 4.2 Quattro - [1999],310,6200,302,3000,NA,4172,4,254.5,155,249,179.7,1999,1990s,Audi,1.725097385,175.0625806
Audi A6 4.2 Quattro - [1998],300,6200,295,3000,NA,4172,4,254.5,155,249,173.5,1998,1990s,Audi,1.729106628,170.6083333
Audi V8 4.2 V8 Quattro - [1991],280,5800,295,4000,NA,4172,4,254.5,155,249,163.5,1991,1990s,Audi,1.712538226,172.2589286
TVR Cerbera 4.2 - [1996],360,6500,320,4500,4,4185,4,255.3,185,297,305.8,1996,1990s,TVR,1.177240026,271.8222222
Jaguar XF 4.2 V8 Supercharged - [2009],420,6250,413,4000,NA,4196,4,256,155,249,213.1,2009,2000s,Jaguar,1.970905678,209.5483333
Jaguar XK R 4.2 V8 Supercharged - [2006],414,6250,413,4000,NA,4196,4,256,155,249,248.6,2006,2000s,Jaguar,1.665325825,247.9995169
Jaguar XK R S 4.2 V8 Supercharged - [2008],414,6250,413,4000,NA,4196,4,256,174,280,248.6,2008,2000s,Jaguar,1.665325825,247.9995169
Jaguar S Type 4.2 V8 R Auto - [2002],400,6100,408,3500,NA,4196,4,256,155,249,222.2,2002,2000s,Jaguar,1.800180018,226.644
Jaguar XJ R 4.2 V8 Supercharged - [2003],400,6100,408,3500,NA,4196,4,256,155,249,240.2,2003,2000s,Jaguar,1.665278934,245.004
Jaguar XJ 8 4.2 V8 - [2004],300,6000,310,4100,NA,4196,4,256,155,249,183,2004,2000s,Jaguar,1.639344262,189.1
Jaguar S Type 4.2 V8 SE - [2002],298,6000,303,4100,NA,4196,4,256,155,249,171.7,2002,2000s,Jaguar,1.735585323,174.5808725
Mercedes E Class 400 W124 - [1993],275,5700,295,3900,NA,4196,4,256,155,249,169.7,1993,1990s,Mercedes,1.620506777,182.0418182
Land-Rover Range Rover Sport 4.2 V8 Supercharged - [2005],384,5750,410,3500,NA,4197,4,256.1,140,225,149.4,2005,2000s,Land-Rover,2.570281124,159.515625
Jaguar XJ S V12 - [1975],285,5500,294,3500,NA,4235,4,258.4,153,246,169.5,1975,1970s,Jaguar,1.681415929,174.8526316
Jaguar E Type 2+2 4.2L - [1966],265,5400,284,4000,NA,4235,4,258.4,150,241,212.8,1966,1960s,Jaguar,1.245300752,228.0573585
Jaguar Mark X 4.2L Overdrive - [1964],265,5400,283,4000,NA,4235,4,258.4,123,197,144.1,1964,1960s,Jaguar,1.839000694,153.8879245
Jeep CJ-5 Renegade 4.2L - [1979],98,3200,193,1600,NA,4235,4,258.4,80,128,78.7,1979,1970s,Jeep,1.24523507,154.9908163
Maserati GranSport 4.2 V8 - [2004],400,7000,333,4500,NA,4244,4,258.9,180,289,238,2004,2000s,Maserati,1.680672269,198.135
Maserati Quattroporte 4.2 V8 - [2004],394,7000,333,4500,NA,4244,4,258.9,171,275,204.1,2004,2000s,Maserati,1.930426262,172.5007614
Maserati 4200 GT 4.2 V8 - [2003],390,7000,333,4500,NA,4244,4,258.9,177,284,226.7,2003,2000s,Maserati,1.720335245,193.5669231
Mercedes C Class 43 AMG - [1997],302,5850,302,3250,NA,4266,4,260.3,155,249,192.3,1997,1990s,Mercedes,1.570462819,192.3
Mercedes CLK 430 4.3 V8 - [2001],275,5750,295,3000,NA,4266,4,260.3,155,249,176.8,2001,2000s,Mercedes,1.555429864,189.6581818
Ford Falcon 1st Gen Sports Hardtop 260 V8 4-Speed - [1963],164,4400,258,2200,NA,4267,4,260.3,100,160,119.8,1963,1960s,Ford,1.368948247,188.4658537
TVR Griffith 4.3 - [1992],280,5500,305,4000,4.1,4280,4,261.1,167,268,267.9,1992,1990s,TVR,1.045166107,291.8196429
Aston-Martin Vantage V8 N400 - [2008],400,7300,309,5000,NA,4281,4,261.2,177,284,245.3,2008,2000s,Aston-Martin,1.630656339,189.49425
Aston-Martin Vantage V8 - [2005],380,7300,302,5000,NA,4281,4,261.2,175,281,233.1,2005,2000s,Aston-Martin,1.63020163,185.2531579
Ferrari California 4.3 V8 - [2008],453,7750,358,5000,3.9,4287,4,261.6,193,310,261,2008,2000s,Ferrari,1.735632184,206.2649007
Lexus SC 430 4.3 - [2001],300,5600,325,3400,NA,4293,4,261.9,155,249,172.2,2001,2000s,Lexus,1.742160279,186.55
Lexus GS 430 4.3 Auto - [2005],283,5600,417,3500,NA,4293,4,261.9,155,249,166.9,2005,2000s,Lexus,1.695626123,245.9268551
Ferrari California 30 F1 4.3l V8 - [2012],483,7750,372,5000,3.8,4297,4,262.2,193,310,278.3,2012,2010s,Ferrari,1.73553719,214.3428571
Ford Mustang 4th Gen Bullitt GT - [2001],265,5000,305,4000,NA,4301,4,262.4,152,244,176,2001,2000s,Ford,1.505681818,202.5660377
Ferrari 430 Scuderia - [2007],503,8500,347,5250,3.5,4308,4,262.8,198,318,372.5,2007,2000s,Ferrari,1.35033557,256.973161
Ferrari F430 4.3 V8 - [2004],483,8500,343,5250,3.9,4308,4,262.8,196,315,336.5,2004,2000s,Ferrari,1.435364042,238.9637681
Ferrari F430 4.3 V8 Spider - [2005],483,8500,343,5250,4.1,4308,4,262.8,193,310,320.9,2005,2000s,Ferrari,1.505141789,227.8855072
BMW 3 Series M3 E92 GTS - [2010],444,8300,325,3750,4.3,4361,4,266.1,193,310,276.6,2010,2010s,BMW,1.605206074,202.4662162
BMW 3 Series M3 CRT E90 - [2011],444,8300,325,3750,4.3,4361,4,266.1,180,289,268.2,2011,2010s,BMW,1.655480984,196.3175676
Ferrari 365 GTB/4 Daytona - [1973],352,7500,318,5500,NA,4390,4,267.8,175,281,222,1973,1970s,Ferrari,1.585585586,200.5568182
Ferrari 365 California 4.4 V12 - [1966],316,6200,268,5000,NA,4390,4,267.8,151,243,210.6,1966,1960s,Ferrari,1.500474834,178.6101266
Land-Rover Discovery 3 4.4 V8 - [2004],300,5400,315,3600,NA,4394,4,268.1,121,194,121.9,2004,2000s,Land-Rover,2.461033634,127.995
BMW 5 Series M5 Competition Pack F10 - [2013],567,6000,502,1500,4.1,4395,4,268.2,155,249,291.5,2013,2010s,BMW,1.945111492,258.0828924
BMW 5 Series M5 F10 - [2011],552,6000,502,1500,4.4,4395,4,268.2,155,249,283.8,2011,2010s,BMW,1.945031712,258.0934783
BMW 6 Series M6 4.4 V8 F13 - [2012],552,6000,502,1500,4.1,4395,4,268.2,155,249,286.7,2012,2010s,BMW,1.925357517,260.7307971
BMW 6 Series M6 Gran Coupe 4.4 V8 - [2012],552,6000,502,1500,4.1,4395,4,268.2,155,249,283,2012,2010s,BMW,1.950530035,257.365942
BMW 6 Series M6 Cabriolet 4.4 V8 - [2012],552,6000,502,1500,4.2,4395,4,268.2,155,249,268.6,2012,2010s,BMW,2.055100521,244.2702899
BMW X5 M Sport 4.4 V8 - [2009],547,6000,502,1500,4.7,4395,4,268.2,155,249,229.8,2009,2000s,BMW,2.380330722,210.895064
BMW X6 M 4.4 V8 Turbo E71 - [2013],547,6000,502,1500,4.5,4395,4,268.2,155,249,229.8,2013,2010s,BMW,2.380330722,210.895064
BMW 5 Series 550i - [2013],444,5500,479,2000,NA,4395,4,268.2,155,249,233,2013,2010s,BMW,1.905579399,251.3671171
BMW X5 4.4 V8 XDrive50i - [2013],444,5500,479,2000,NA,4395,4,268.2,155,249,197.3,2013,2010s,BMW,2.250380132,212.8529279
BMW 5 Series 550i GT xDrive F07 - [2013],444,5500,479,2000,4.6,4395,4,268.2,155,249,200.4,2013,2010s,BMW,2.215568862,216.1972973
BMW 5 Series 550i xDrive F10 - [2013],444,5500,479,2000,4.3,4395,4,268.2,155,249,227.1,2013,2010s,BMW,1.955085865,245.002027
BMW Alpina B5 V8 Switchtronic E60 - [2006],500,0,516,0,4.7,4398,4,268.3,195,313,290.6,2006,2000s,BMW,1.720578114,299.8992
BMW Alpina B7 V8 Tiptronic E65 - [2006],500,5500,516,4250,NA,4398,4,268.3,186,299,256.4,2006,2000s,BMW,1.950078003,264.6048
Bentley Arnage 4.4 V8 - [1998],350,5500,420,2500,NA,4398,4,268.3,149,239,152,1998,1990s,Bentley,2.302631579,182.4
BMW 7 Series 745i Auto - [2001],328,6100,332,3600,NA,4398,4,268.3,155,249,168.6,2001,2000s,BMW,1.945432977,170.6560976
Land-Rover Range Rover 4.4 V8 - [2005],295,5400,325,3600,NA,4398,4,268.3,130,209,118.9,2005,2000s,Land-Rover,2.481076535,130.9915254
BMW 7 Series 740i E38 Auto - [1998],286,5400,325,3600,NA,4398,4,268.3,155,249,163.4,1998,1990s,BMW,1.750305998,185.6818182
Morgan Aero 8 4.4 V8 - [2000],286,5500,325,3600,NA,4398,4,268.3,160,257,294.5,2000,2000s,Morgan,0.971137521,334.6590909
BMW 5 Series 540i M-Sport E39 - [2002],282,5400,325,3600,NA,4398,4,268.3,155,249,165.3,2002,2000s,BMW,1.705989111,190.5053191
Land-Rover Range Rover V8 Vogue - [2002],282,5400,325,3600,NA,4398,4,268.3,130,209,115.5,2002,2000s,Land-Rover,2.441558442,133.1117021
BMW X5 4.4 V8 - [1999],282,5400,325,3600,NA,4398,4,268.3,129,207,129.3,1999,1990s,BMW,2.180974478,149.0159574
Volvo S80 4.4 V8 AWD - [2006],315,5950,325,3950,NA,4414,4,269.3,155,249,180.8,2006,2000s,Volvo,1.742256637,186.5396825
Noble M600 4.4L V8 - [2009],650,6800,604,3800,3.5,4439,4,270.8,225,362,520,2009,2000s,Noble,1.25,483.2
Porsche 928 4.5 V8 - [1977],241,5250,268,3600,NA,4474,4,273,143,230,166.2,1977,1970s,Porsche,1.450060168,184.819917
TVR Cerbera 4.5 - [1997],420,6750,380,5500,3.9,4475,4,273,195,313,381.8,1997,1990s,TVR,1.100052383,345.4380952
TVR Cerbera 4.0 - [2004],240,5250,270,4000,NA,4475,4,273,152,244,218.1,2004,2000s,TVR,1.100412655,245.3625
Lagonda V12 LeMans 4.5L V8 - [1939],206,5500,225,4000,NA,4480,4,273.3,125,201,153,1939,1930s,Lagonda,1.346405229,167.1116505
Plymouth Barracuda S 273 - [1965],235,5200,280,4000,NA,4492,4,274.1,118,189,161.9,1965,1960s,Plymouth,1.45151328,192.9021277
Infiniti M45 4.5 V8 Sport - [2006],335,6400,340,4000,NA,4494,4,274.2,150,241,182.4,2006,2000s,Infiniti,1.836622807,185.1223881
Ferrari 458 Speciale 4.5 V8 - [2013],597,9000,398,6000,3,4497,4,274.4,210,337,462.7,2013,2010s,Ferrari,1.290252864,308.4666667
Ferrari 458 4.5 V8 - [2009],562,9000,398,6000,3.4,4499,4,274.5,202,325,378.4,2009,2000s,Ferrari,1.485200846,267.9772242
Ferrari 458 Spider 4.5 V8 - [2011],562,9000,398,6000,3.3,4499,4,274.5,199,320,393,2011,2010s,Ferrari,1.430025445,278.316726
Porsche Cayenne Turbo S - [2006],514,5500,531,2750,NA,4511,4,275.2,168,270,218.2,2006,2000s,Porsche,2.35563703,225.4167315
Mercedes SLC 450 C107 - [1971],225,5000,279,3000,NA,4520,4,275.8,134,215,137.6,1971,1970s,Mercedes,1.635174419,170.624
Mercedes SL Class 450SL V8 R107 - [1971],221,5000,279,3000,NA,4520,4,275.8,134,215,139.8,1971,1970s,Mercedes,1.580829757,176.4895928
Mercedes SL Class 450SL V8 R107 - [1975],214,5000,266,3250,NA,4520,4,275.8,130,209,135.4,1975,1970s,Mercedes,1.580502216,168.3009346
TVR Chimaera 4.5 - [1993],285,5500,300,4500,NA,4546,4,277.4,160,257,268.8,1993,1990s,TVR,1.060267857,282.9473684
Cadillac STS 4.6 V8 Sport Luxury - [2005],320,6400,315,4400,NA,4565,4,278.5,155,249,171.4,2005,2000s,Cadillac,1.86697783,168.721875
Porsche 918 Spyder 4.6 V8 - [2013],600,8600,391,6600,2.8,4593,4,280.2,211,339,365.8,2013,2010s,Porsche,1.640240569,238.3796667
MG SV 5.0 V8 - [2004],320,6000,302,4750,NA,4601,4,280.7,165,265,214,2004,2000s,MG,1.495327103,201.9625
Ford Mustang 4th Gen SVT Cobra Coupe - [1999],320,6000,317,4750,NA,4601,4,280.7,155,249,205.7,1999,1990s,Ford,1.555663588,203.7715625
Ford Mustang Mach 1 - [2003],305,5800,320,4200,NA,4601,4,280.7,156,251,194,2003,2000s,Ford,1.572164948,203.5409836
MG ZT 4.6 V8 260 - [2003],256,5000,302,4000,NA,4601,4,280.7,155,249,152.3,2003,2000s,MG,1.680892974,179.6664063
Ford Mustang GT 4.6 V8 - [2004],300,5750,320,4500,NA,4606,4,281,150,241,189.3,2004,2000s,Ford,1.584786054,201.92
Lexus LS 460 4.6 V8 - [2012],386,6400,367,4100,NA,4608,4,281.1,130,209,201,2012,2010s,Lexus,1.92039801,191.1062176
BMW X5 4.6is V8 - [2001],342,5700,354,3700,NA,4619,4,281.8,149,239,156.8,2001,2000s,BMW,2.181122449,162.3017544
KIA Borrego 4.6 V8 AWD - [2009],337,6000,323,3500,NA,4627,4,282.3,120,193,160.7,2009,2000s,KIA,2.097075296,154.0240356
Chevrolet Chevy II Nova SS 283 V8 Turbo Fire - [1964],198,4800,285,2400,NA,4638,4,283,112,180,147.7,1964,1960s,Chevrolet,1.340555179,212.5984848
Chevrolet Corvette C1 283 Convertible - [1957],283,6200,290,4400,NA,4639,4,283,133,214,209.6,1957,1950s,Chevrolet,1.35019084,214.7844523
Porsche 928 S 4.7L V8 - [1980],300,5900,284,4500,NA,4664,4,284.6,155,249,200,1980,1980s,Porsche,1.5,189.3333333
Alfa-Romeo 8C Competitzione - [2008],450,7000,354,4750,4.2,4691,4,286.2,181,291,283.9,2008,2000s,Alfa-Romeo,1.585065164,223.3346667
Alfa-Romeo 8C Competitzione Spider - [2008],444,7000,347,4750,4.3,4691,4,286.2,180,289,269,2008,2000s,Alfa-Romeo,1.650557621,210.231982
Alfa-Romeo Disco Volante 4.7 V8 - [2013],444,7000,347,4750,4.1,4691,4,286.2,181,291,277.5,2013,2010s,Alfa-Romeo,1.6,216.875
Maserati GranTurismo V8 S - [2008],433,7000,361,4750,NA,4691,4,286.2,183,294,230.3,2008,2000s,Maserati,1.880156318,192.0053118
Maserati Quattroporte Sport GTS 4.7 V8 - [2009],433,700,361,4750,NA,4691,4,286.2,177,284,217.5,2009,2000s,Maserati,1.990804598,181.3337182
Ferrari F50 GT1 4.7l V12 - [1996],750,10500,384,7000,2.9,4698,4,286.6,234,376,826.9,1996,1990s,Ferrari,0.907002056,423.3728
Ferrari F50 4.7 V12 - [1995],520,8000,347,6500,3.7,4698,4,286.6,202,325,422.7,1995,1990s,Ferrari,1.230186894,282.0709615
Koenigsegg Agera 4.7L V8 - [2010],898,6850,811,5100,3.1,4700,4,286.8,242,389,696.1,2010,2010s,Koenigsegg,1.290044534,628.6604677
Koenigsegg CCR 4.7 V8 Supercharged - [2005],806,6900,678,5700,3.8,4700,4,286.8,242,389,655.2,2005,2000s,Koenigsegg,1.23015873,551.1483871
Koenigsegg CCX 4.7 V8 Supercharged - [2006],806,6900,678,5700,3.2,4700,4,286.8,241,387,683,2006,2000s,Koenigsegg,1.180087848,574.5334988
Maserati Bora 4.7 V8 - [1971],306,6000,339,4200,NA,4719,4,287.9,168,270,197.4,1971,1970s,Maserati,1.550151976,218.6882353
Ford GT 40 - [1967],306,0,329,0,NA,4727,4,288.4,164,263,306.6,1967,1960s,Ford,0.998043053,329.645098
Ford Mustang GT 350 Shelby - [1965],306,6000,329,4200,NA,4727,4,288.4,134,215,241.8,1965,1960s,Ford,1.265508685,259.9745098
DeTomaso Mangusta 4.7 V8 - [1967],305,6200,392,3500,NA,4727,4,288.4,155,249,230.7,1967,1960s,DeTomaso,1.322063286,296.5062295
Ford Mustang Hardtop 289 4.7 V8 - [1965],271,6000,312,3400,NA,4727,4,288.4,120,193,195.9,1965,1960s,Ford,1.383358857,225.5380074
Ford Falcon 3rd Gen Sports Coupe 289 V8 4-Speed - [1966],200,4400,282,2400,NA,4727,4,288.4,113,181,153.2,1966,1960s,Ford,1.305483029,216.012
Ford Falcon 2nd Gen Sprint Hardtop 289 V8 4-Speed - [1965],200,4400,282,2400,NA,4727,4,288.4,114,183,155.2,1965,1960s,Ford,1.288659794,218.832
Ford Mustang Hardtop 4.7 V8 - [1965],200,4400,282,2400,NA,4727,4,288.4,109,175,150.4,1965,1960s,Ford,1.329787234,212.064
Aston-Martin Vantage V8 SP10 - [2013],430,7300,361,5000,4.4,4735,4,288.9,187,300,267,2013,2010s,Aston-Martin,1.610486891,224.155814
Aston-Martin Vantage V8 - [2008],420,7000,347,5750,NA,4735,4,288.9,180,289,257.6,2008,2000s,Aston-Martin,1.630434783,212.8266667
